Global Category Tree Look - Up,,,
,,,
Division,Loadsheet/Department,Main Category,Lowest Category
Office & Business,Office & Furniture,Office Equipment (18284),Point-of-Sale Equipment->POS Supplies (23027)
Office & Business,Office & Furniture,Office Equipment (18284),Point-of-Sale Equipment->POS Touch Screen Monitors (23026)
Office & Business,Office & Furniture,Office Equipment (18284),Point-of-Sale Equipment->Receipt Printers (19998)
Office & Business,Office & Furniture,Office Equipment (18284),Point-of-Sale Equipment->Thermal Printers (19999)
Office & Business,Office & Furniture,Office Equipment (18284),Smart Display Devices (28598)
Office & Business,Office & Furniture,Office Equipment (18284),Time & Attendance Clocks (18292)
Office & Business,Office & Furniture,Office Equipment (18284),Transcribers & Dictation Systems->Accessories (22246)
Office & Business,Office & Furniture,Office Equipment (18284),Transcribers & Dictation Systems->Conference Kits (22388)
Office & Business,Office & Furniture,Office Equipment (18284),Transcribers & Dictation Systems->Music Recorders (22389)
Office & Business,Office & Furniture,Office Equipment (18284),Transcribers & Dictation Systems->Smart Pens (22386)
Office & Business,Office & Furniture,Office Equipment (18284),Transcribers & Dictation Systems->Transcription Kits (22387)
Office & Business,Office & Furniture,Office Equipment (18284),Transcribers & Dictation Systems->Voice Recorders (22385)
Office & Business,Office & Furniture,Office Equipment (18284),Trimmers & Guillotines (19984)
Office & Business,Office & Furniture,Lighting (18030),Desk Lamps & Lighting (22248)
Office & Business,Office & Furniture,General Office Supplies (18238),Laminating Tape (22345)
Office & Business,Office & Furniture,General Office Supplies (18238),Paper Products->Paper (22346)
Office & Business,Office & Furniture,General Office Supplies (18238),Paper Products->Printer & Copier Paper->Photo Paper (20000)
Office & Business,Office & Furniture,General Office Supplies (18238),Paper Products->Printer & Copier Paper->Premium Paper (20001)
Office & Business,Office & Furniture,General Office Supplies (18238),Paper Products->Printer & Copier Paper->Printer Paper (22237)
Office & Business,Office & Furniture,General Office Supplies (18238),Shredder Supplies (19987)
Office & Business,Office & Furniture,Presentation Supplies (18329),Blackboard Vinyl (23552)
Office & Business,Office & Furniture,Presentation Supplies (18329),Board Supports (20002)
Office & Business,Office & Furniture,Presentation Supplies (18329),Chalkboards (18330)
Office & Business,Office & Furniture,Presentation Supplies (18329),Display Boards->Bulletin Boards (18334)
Office & Business,Office & Furniture,Presentation Supplies (18329),Easels (18341)
Office & Business,Office & Furniture,Presentation Supplies (18329),Flip Charts (22998)
Office & Business,Office & Furniture,Presentation Supplies (18329),Glass Boards (19979)
Office & Business,Office & Furniture,Presentation Supplies (18329),Notice Boards (19981)
Office & Business,Office & Furniture,Presentation Supplies (18329),Whiteboards (18339)
Office & Business,Office & Furniture,Presentation Supplies (18329),Wireless Presenters (18345)
Office & Business,Office & Furniture,Presentation Supplies (18329),Year Planners (22348)
Office & Business,Office & Furniture,"Print, Copy, Scan & Fax (15739)",3D Printers (15741)
Office & Business,Office & Furniture,"Print, Copy, Scan & Fax (15739)",3D Printing Materials (23369)
Office & Business,Office & Furniture,"Print, Copy, Scan & Fax (15739)",3D Printing Pens (23368)
Office & Business,Office & Furniture,"Print, Copy, Scan & Fax (15739)",3D Scanners (23367)
Office & Business,Office & Furniture,"Print, Copy, Scan & Fax (15739)","Printer, Copier & Fax Machine Accessories->Printer Consumables->Filaments (19982)"
Office & Business,Office & Furniture,"Print, Copy, Scan & Fax (15739)","Printer, Copier & Fax Machine Accessories->Printer Consumables->Ink Bottles (19983)"
Office & Business,Office & Furniture,"Print, Copy, Scan & Fax (15739)","Printer, Copier & Fax Machine Accessories->Printer Consumables->Printer Drums & Drum Kits (15744)"
Office & Business,Office & Furniture,"Print, Copy, Scan & Fax (15739)","Printer, Copier & Fax Machine Accessories->Printer Consumables->Printer Ribbons (15747)"
Office & Business,Office & Furniture,"Print, Copy, Scan & Fax (15739)","Printer, Copier & Fax Machine Accessories->Printer Consumables->Toner & Inkjet Cartridges (15750)"
Office & Business,Office & Furniture,"Print, Copy, Scan & Fax (15739)","Printer, Copier & Fax Machine Accessories->Printer Consumables->Toner Waste Units (19988)"
Office & Business,Office & Furniture,"Print, Copy, Scan & Fax (15739)","Printer, Copier & Fax Machine Accessories->Printer, Copier & Fax Machine Replacement Parts (15754)"
Office & Business,Office & Furniture,"Print, Copy, Scan & Fax (15739)","Printers, Copiers & Fax Machines->Copiers (22238)"
Office & Business,Office & Furniture,"Print, Copy, Scan & Fax (15739)","Printers, Copiers & Fax Machines->Dot Matrix Printers (19991)"
Office & Business,Office & Furniture,"Print, Copy, Scan & Fax (15739)","Printers, Copiers & Fax Machines->Fax Machines (22251)"
Office & Business,Office & Furniture,"Print, Copy, Scan & Fax (15739)","Printers, Copiers & Fax Machines->Inkjet Printers (19993)"
Office & Business,Office & Furniture,"Print, Copy, Scan & Fax (15739)","Printers, Copiers & Fax Machines->Ink Tank Printers (19992)"
Office & Business,Office & Furniture,"Print, Copy, Scan & Fax (15739)","Printers, Copiers & Fax Machines->Label Printers (19994)"
Office & Business,Office & Furniture,"Print, Copy, Scan & Fax (15739)","Printers, Copiers & Fax Machines->Laser Printers (19995)"
Office & Business,Office & Furniture,"Print, Copy, Scan & Fax (15739)","Printers, Copiers & Fax Machines->Photo Printers (19996)"
Office & Business,Office & Furniture,"Print, Copy, Scan & Fax (15739)",Scanners (15757)
Office & Business,Office & Furniture,Cabinets & Storage (16168),Credenzas (19989)
Office & Business,Office & Furniture,Cabinets & Storage (16168),File Cabinets (16173)
Office & Business,Office & Furniture,Cabinets & Storage (16168),Hallway Cabinet (22518)
Office & Business,Office & Furniture,Cabinets & Storage (16168),Storage Cabinets & Lockers (16178)
Office & Business,Office & Furniture,Office Furniture (16214),Desks->Boardroom (22376)
Office & Business,Office & Furniture,Office Furniture (16214),Desks->Canteen (22381)
Office & Business,Office & Furniture,Office Furniture (16214),Desks->Childrens Desks (22519)
Office & Business,Office & Furniture,Office Furniture (16214),Desks->Computer Workstations (22380)
Office & Business,Office & Furniture,Office Furniture (16214),Desks->Desk Bases & Mounts (23224)
Office & Business,Office & Furniture,Office Furniture (16214),Desks->Meeting (22379)
Office & Business,Office & Furniture,Office Furniture (16214),Desks->Reception (22378)
Office & Business,Office & Furniture,Office Furniture (16214),Desks->Side Tables (22382)
Office & Business,Office & Furniture,Office Furniture (16214),Desks->Sit-Stand Desks (22384)
Office & Business,Office & Furniture,Office Furniture (16214),Desks->Standing Desks (22383)
Office & Business,Office & Furniture,Office Furniture (16214),Desks->Training (22377)
Office & Business,Office & Furniture,Office Furniture (16214),Ergonomics->Back Supports (22364)
Office & Business,Office & Furniture,Office Furniture (16214),Ergonomics->Chairs (22373)
Office & Business,Office & Furniture,Office Furniture (16214),Ergonomics->Desks (22374)
Office & Business,Office & Furniture,Office Furniture (16214),Ergonomics->Document Supports (22369)
Office & Business,Office & Furniture,Office Furniture (16214),Ergonomics->Ergo Mats (22372)
Office & Business,Office & Furniture,Office Furniture (16214),Ergonomics->Foot Rests (22363)
Office & Business,Office & Furniture,Office Furniture (16214),Ergonomics->Laptop Supports (22368)
Office & Business,Office & Furniture,Office Furniture (16214),Ergonomics->Monitor Arms (22367)
Office & Business,Office & Furniture,Office Furniture (16214),Ergonomics->Monitor Supports (22366)
Office & Business,Office & Furniture,Office Furniture (16214),Ergonomics->Mouse Pads (22371)
Office & Business,Office & Furniture,Office Furniture (16214),Ergonomics->Sit-Stand Supports (22370)
Office & Business,Office & Furniture,Office Furniture (16214),Ergonomics->Wrist Supports (22365)
Office & Business,Office & Furniture,Office Furniture (16214),Hat & Coat Stands (22245)
Office & Business,Office & Furniture,Office Furniture (16214),Mounts & Stands (30371)
Office & Business,Office & Furniture,Office Furniture (16214),Office Chairs->Canteen Chairs (22239)
Office & Business,Office & Furniture,Office Furniture (16214),Office Chairs->Computer Chairs (23041)
Office & Business,Office & Furniture,Office Furniture (16214),Office Chairs->Executive Chairs (22240)
Office & Business,Office & Furniture,Office Furniture (16214),Office Chairs->Reception Chairs (22241)
Office & Business,Office & Furniture,Office Furniture (16214),Office Chairs->Stools (22242)
Office & Business,Office & Furniture,Office Furniture (16214),Office Chairs->Typist Chairs (22243)
Office & Business,Office & Furniture,Office Furniture (16214),Office Planters (22244)
Office & Business,Office & Furniture,Office Furniture (16214),Pedestals (19990)
Office & Business,Office & Furniture,Shelving (16243),Bookcases & Standing Shelves (16244)
Office & Business,Office & Furniture,Shelving (16243),Childrens Bookcases & Standing Shelves (22566)
Office & Business,Office & Furniture,Shelving (16243),Childrens Wall Shelves & Ledges (22578)
Office & Business,Office & Furniture,Shelving (16243),Wall Shelves & Ledges (16245)
Office & Business,Office & Furniture,Barcode Scanners (15618),Barcode Scanners (15618)
Office & Business,Office & Furniture,Telephone (15510),Corded Phones (15512)
Office & Business,Office & Furniture,Telephone (15510),Cordless Phones (15513)
Office & Business,Office & Furniture,Telephone (15510),Mobile Phone Accessories->Adapters (29576)
Office & Business,Office & Furniture,Telephone (15510),Telephone Accessories (15524)
Office & Business,Office & Furniture,Telephone (15510),VOIP (19972)
Office & Business,Office & Furniture,Binding Machines (18221),Binding Machines (18221)
Office & Business,Office & Furniture,Projectors (15763),Overhead Projectors (15765)
Office & Business,Office & Furniture,Projectors (15763),Video Projectors (15766)
Office & Business,Office & Furniture,Projector Accessories (15775),Projection Screens (15778)
Office & Business,Office & Furniture,Projector Accessories (15775),Projector Mounts (15779)
Office & Business,Office & Furniture,Projector Accessories (15775),Projector Replacement Lamps (15780)
Office & Business,Office & Furniture,Projector Accessories (15775),Projector Trolleys (19980)
Office & Business,Stationery,Book Accessories (18206),Book Covers (18207)
Office & Business,Stationery,Book Accessories (18206),Bookmarks (18210)
Office & Business,Stationery,Book Accessories (18206),Plastic Covering (22349)
Office & Business,Stationery,Christmas (20584),Advent Calendars (20592)
Office & Business,Stationery,Christmas (20584),Christmas Cards->Cards (22093)
Office & Business,Stationery,Christmas (20584),Christmas Cards->Stick On Labels (22094)
Office & Business,Stationery,Christmas (20584),Christmas Cards->Tags (22095)
Office & Business,Stationery,Christmas (20584),Christmas Cards->Value Packs (22096)
Office & Business,Stationery,Christmas (20584),Christmas Crafts & Stationery->Bunting (22109)
Office & Business,Stationery,Christmas (20584),Christmas Crafts & Stationery->Scrapbooking (22108)
Office & Business,Stationery,Christmas (20584),Christmas Crafts & Stationery->Writing Tools (22110)
Office & Business,Stationery,Christmas (20584),Christmas Decorations->Bauble & Tree Decorations (22178)
Office & Business,Stationery,Christmas (20584),Christmas Decorations->Decor (22180)
Office & Business,Stationery,Christmas (20584),Christmas Decorations->Holiday Figurines & Nativity (22179)
Office & Business,Stationery,Christmas (20584),Christmas Decorations->Tinsel & Garlands (22177)
Office & Business,Stationery,Christmas (20584),Christmas Decorations->Wreaths (22176)
Office & Business,Stationery,Christmas (20584),Christmas Lights->Curtain Lights (22183)
Office & Business,Stationery,Christmas (20584),Christmas Lights->Indoor (22181)
Office & Business,Stationery,Christmas (20584),Christmas Lights->Outdoor (22182)
Office & Business,Stationery,Christmas (20584),Christmas Trees->Fiber Optic Trees (23370)
Office & Business,Stationery,Christmas (20584),Christmas Trees->Traditional (22098)
Office & Business,Stationery,Christmas (20584),Christmas Trees->Tree Bags (30564)
Office & Business,Stationery,Christmas (20584),Christmas Trees->Wooden (22099)
Office & Business,Stationery,Christmas (20584),Crackers & Table Decor->Crackers (22101)
Office & Business,Stationery,Christmas (20584),Crackers & Table Decor->Glass (22104)
Office & Business,Stationery,Christmas (20584),Crackers & Table Decor->Linen (22105)
Office & Business,Stationery,Christmas (20584),Crackers & Table Decor->Serveware & Tableware (22103)
Office & Business,Stationery,Christmas (20584),Crackers & Table Decor->Table Decorations (22102)
Office & Business,Stationery,Christmas (20584),"Stockings, Hats & Sacks->Hats (22107)"
Office & Business,Stationery,Christmas (20584),"Stockings, Hats & Sacks->Sacks (22106)"
Office & Business,Stationery,Christmas (20584),"Stockings, Hats & Sacks->Stockings (20591)"
Office & Business,Stationery,Christmas (20584),Wrapping->Value Packs (22097)
Office & Business,Stationery,Desk Pads & Blotters (18211),Desk Pads & Blotters (18211)
Office & Business,Stationery,Filing & Organization (18212),Binding Supplies->Binder Accessories->Binder Rings (18216)
Office & Business,Stationery,Filing & Organization (18212),Binding Supplies->Binder Accessories->Index Dividers (18217)
Office & Business,Stationery,Filing & Organization (18212),Binding Supplies->Binders (18219)
Office & Business,Stationery,Filing & Organization (18212),Binding Supplies->Binding Combs & Spines (18220)
Office & Business,Stationery,Filing & Organization (18212),Binding Supplies->Binding Covers (22160)
Office & Business,Stationery,Filing & Organization (18212),Binding Supplies->Slide Binders (22159)
Office & Business,Stationery,Filing & Organization (18212),Business Card Stands (18223)
Office & Business,Stationery,Filing & Organization (18212),"Calendars, Organizers & Planners (18225)"
Office & Business,Stationery,Filing & Organization (18212),Cash Boxes (18228)
Office & Business,Stationery,Filing & Organization (18212),Desk Organizers->Drawers (22146)
Office & Business,Stationery,Filing & Organization (18212),Desk Organizers->Letter Trays & Sets (22142)
Office & Business,Stationery,Filing & Organization (18212),Desk Organizers->Magazine Files (22143)
Office & Business,Stationery,Filing & Organization (18212),Desk Organizers->Memo Cubes & Refills (22145)
Office & Business,Stationery,Filing & Organization (18212),Desk Organizers->Mouse Pads (22149)
Office & Business,Stationery,Filing & Organization (18212),Desk Organizers->Stationery & Document Holders (22144)
Office & Business,Stationery,Filing & Organization (18212),Desk Organizers->Telephone Indexes (22147)
Office & Business,Stationery,Filing & Organization (18212),Desk Organizers->Waste Paper Bins (22148)
Office & Business,Stationery,Filing & Organization (18212),Diaries (22167)
Office & Business,Stationery,Filing & Organization (18212),Filing->Display Files (22203)
Office & Business,Stationery,Filing & Organization (18212),Filing->Expanding Files (22205)
Office & Business,Stationery,Filing & Organization (18212),Filing->Lever Arch Files (22200)
Office & Business,Stationery,Filing & Organization (18212),Filing->Quotation Files (22202)
Office & Business,Stationery,Filing & Organization (18212),Filing->Ring Binders (22201)
